epoch,loss_value
0.036913555,0.036913555
0.036923204,0.036923204
0.0368243,0.0368243
0.03687204,0.03687204
0.03690652,0.03690652
0.03675448,0.03675448
0.036809392,0.036809392
0.03683877,0.03683877
0.036752068,0.036752068
0.036739193,0.036739193
0.03682193,0.03682193
0.03667293,0.03667293
0.03680717,0.03680717
0.036592815,0.036592815
0.036762103,0.036762103
0.03671389,0.03671389
0.036687765,0.036687765
0.036699537,0.036699537
0.03660059,0.03660059
0.03659849,0.03659849
0.036702085,0.036702085
0.036597665,0.036597665
0.036536023,0.036536023
0.036608804,0.036608804
0.036445003,0.036445003
0.036483314,0.036483314
0.03653443,0.03653443
0.036575906,0.036575906
0.036495518,0.036495518
0.036453974,0.036453974
0.036489107,0.036489107
0.036398683,0.036398683
0.036429763,0.036429763
0.036386058,0.036386058
0.036454123,0.036454123
0.036383,0.036383
0.036362953,0.036362953
0.03634241,0.03634241
0.0364685,0.0364685
0.036411062,0.036411062
0.03632946,0.03632946
0.036413625,0.036413625
0.036275923,0.036275923
0.036386568,0.036386568
0.03637413,0.03637413
0.036208723,0.036208723
0.036224782,0.036224782
0.03615313,0.03615313
0.036219083,0.036219083
0.036159936,0.036159936
0.036179736,0.036179736
0.036137592,0.036137592
0.036190066,0.036190066
0.0362284,0.0362284
0.0361321,0.0361321
0.03633687,0.03633687
0.03619902,0.03619902
0.036157377,0.036157377
0.036232676,0.036232676
0.03606561,0.03606561
0.03601871,0.03601871
0.036232974,0.036232974
0.03618727,0.03618727
0.03604072,0.03604072
0.035998635,0.035998635
0.036077257,0.036077257
0.036059655,0.036059655
0.035990357,0.035990357
0.03595945,0.03595945
0.035991758,0.035991758
0.036073506,0.036073506
0.03597886,0.03597886
0.035982214,0.035982214
0.03597736,0.03597736
0.036034364,0.036034364
0.0359497,0.0359497
0.035953958,0.035953958
0.036041617,0.036041617
0.036003772,0.036003772
0.03608582,0.03608582
0.036076084,0.036076084
0.03598997,0.03598997
0.035999022,0.035999022
0.035852347,0.035852347
0.035860818,0.035860818
0.035780832,0.035780832
0.03590576,0.03590576
0.035942234,0.035942234
0.03592681,0.03592681
0.03587437,0.03587437
0.03583554,0.03583554
0.03569263,0.03569263
0.035906326,0.035906326
0.035828754,0.035828754
0.035870805,0.035870805
0.035842583,0.035842583
0.035713762,0.035713762
0.0357659,0.0357659
0.035693053,0.035693053
0.035965115,0.035965115
0.03573809,0.03573809
0.03584866,0.03584866
0.035778437,0.035778437
0.03579153,0.03579153
0.035728868,0.035728868
0.035717495,0.035717495
0.035687968,0.035687968
0.035807546,0.035807546
0.03559482,0.03559482
0.035719033,0.035719033
0.035886593,0.035886593
0.03587104,0.03587104
0.03575549,0.03575549
0.035650562,0.035650562
0.035659123,0.035659123
0.035629977,0.035629977
0.035472646,0.035472646
0.03558672,0.03558672
0.03582456,0.03582456
0.03574547,0.03574547
0.035657458,0.035657458
0.03560679,0.03560679
0.035803244,0.035803244
0.035823926,0.035823926
0.035719447,0.035719447
0.035643518,0.035643518
0.03575366,0.03575366
0.035767216,0.035767216
0.035713233,0.035713233
0.035454463,0.035454463
0.035625637,0.035625637
0.03554981,0.03554981
0.03555055,0.03555055
0.035477605,0.035477605
0.03559954,0.03559954
0.035610575,0.035610575
0.03567634,0.03567634
0.035564087,0.035564087
0.035737846,0.035737846
0.03560926,0.03560926
0.035611376,0.035611376
0.035586655,0.035586655
0.03565717,0.03565717
0.035661917,0.035661917
0.035681833,0.035681833
0.035704773,0.035704773
0.035623457,0.035623457
0.035584103,0.035584103
0.035785772,0.035785772
0.03561722,0.03561722
0.035628963,0.035628963
0.035752587,0.035752587
0.035786342,0.035786342
0.03562301,0.03562301
0.035608254,0.035608254
0.03553694,0.03553694
0.035585105,0.035585105
0.035736285,0.035736285
0.03558191,0.03558191
0.03563956,0.03563956
0.03564426,0.03564426
0.035633445,0.035633445
0.035652284,0.035652284
0.035556875,0.035556875
0.03554445,0.03554445
0.03552954,0.03552954
0.035521053,0.035521053
0.035599604,0.035599604
0.035690844,0.035690844
0.035605595,0.035605595
0.035506263,0.035506263
0.035460617,0.035460617
0.035620242,0.035620242
0.035478927,0.035478927
0.03546799,0.03546799
0.035396777,0.035396777
0.035523668,0.035523668
0.03540289,0.03540289
0.0350032411515712,0.0350032411515712
0.0348136387765407,0.0348136387765407
0.0348448976874351,0.0348448976874351
0.034752644598484,0.034752644598484
0.0347186140716075,0.0347186140716075
0.0347804091870784,0.0347804091870784
0.0346383154392242,0.0346383154392242
0.0346163623034954,0.0346163623034954
0.0346081256866455,0.0346081256866455
0.0347083732485771,0.0347083732485771
0.0346667356789112,0.0346667356789112
0.034676406532526,0.034676406532526
0.0346350073814392,0.0346350073814392
0.0345604382455349,0.0345604382455349
0.0346440449357032,0.0346440449357032
0.0345371179282665,0.0345371179282665
0.0345242768526077,0.0345242768526077
0.0345991849899292,0.0345991849899292
0.0345543660223484,0.0345543660223484
0.0344946347177028,0.0344946347177028
0.0345407575368881,0.0345407575368881
0.0345926433801651,0.0345926433801651
0.034546360373497,0.034546360373497
0.0344858840107917,0.0344858840107917
0.0344527028501033,0.0344527028501033
0.0344997681677341,0.0344997681677341
0.0345045737922191,0.0345045737922191
0.0344946570694446,0.0344946570694446
0.0344824753701686,0.0344824753701686
0.0344373770058155,0.0344373770058155
0.0345319136977195,0.0345319136977195
0.0344595052301883,0.0344595052301883
0.0346112512052059,0.0346112512052059
0.0344096943736076,0.0344096943736076
0.034478161484003,0.034478161484003
0.034393947571516,0.034393947571516
0.0343821235001087,0.0343821235001087
0.0343998149037361,0.0343998149037361
0.0344592928886413,0.0344592928886413
0.0343868732452392,0.0343868732452392
0.0344233363866806,0.0344233363866806
0.0344638638198375,0.0344638638198375
0.0344501174986362,0.0344501174986362
0.0343816615641117,0.0343816615641117
0.0344052426517009,0.0344052426517009
0.0343274772167205,0.0343274772167205
0.0343845598399639,0.0343845598399639
0.0343055874109268,0.0343055874109268
0.0344474501907825,0.0344474501907825
0.034257885068655,0.034257885068655
0.0342585369944572,0.0342585369944572
0.0342820733785629,0.0342820733785629
0.0344512797892093,0.0344512797892093
0.0344264879822731,0.0344264879822731
0.0343455374240875,0.0343455374240875
0.0344249047338962,0.0344249047338962
0.0343886129558086,0.0343886129558086
0.0342817120254039,0.0342817120254039
0.0343373343348503,0.0343373343348503
0.0342568270862102,0.0342568270862102
0.0342355817556381,0.0342355817556381
0.0342826880514621,0.0342826880514621
0.0342678874731063,0.0342678874731063
0.0342148803174495,0.0342148803174495
0.0343091711401939,0.0343091711401939
0.0341675169765949,0.0341675169765949
0.034305490553379,0.034305490553379
0.0343013443052768,0.0343013443052768
0.0341681838035583,0.0341681838035583
0.0342036634683609,0.0342036634683609
0.0343279801309108,0.0343279801309108
0.0343263708055019,0.0343263708055019
0.0342282876372337,0.0342282876372337
0.0342408530414104,0.0342408530414104
0.0342669263482093,0.0342669263482093
0.0342054069042205,0.0342054069042205
0.0342008620500564,0.0342008620500564
0.0342359729111194,0.0342359729111194
0.0342637225985527,0.0342637225985527
0.0341605693101882,0.0341605693101882
0.0341727696359157,0.0341727696359157
0.0341473706066608,0.0341473706066608
0.0342153161764144,0.0342153161764144
0.0342265516519546,0.0342265516519546
0.0341792069375515,0.0341792069375515
0.0341862067580223,0.0341862067580223
0.0341067016124725,0.0341067016124725
0.034046284854412,0.034046284854412
0.034262578934431,0.034262578934431
0.0340514853596687,0.0340514853596687
0.0341586805880069,0.0341586805880069
0.0341952554881572,0.0341952554881572
0.0343186929821968,0.0343186929821968
0.0341059230268001,0.0341059230268001
0.0342565476894378,0.0342565476894378
0.0341356955468654,0.0341356955468654
0.0341524109244346,0.0341524109244346
0.0340967401862144,0.0340967401862144
0.0341332294046878,0.0341332294046878
0.0341673232614994,0.0341673232614994
0.0341211296617984,0.0341211296617984
0.0341205596923828,0.0341205596923828
0.0340482369065284,0.0340482369065284
0.0340950973331928,0.0340950973331928
0.0340948216617107,0.0340948216617107
0.034088384360075,0.034088384360075
0.0340915732085704,0.0340915732085704
0.0341210924088954,0.0341210924088954
0.0340567454695701,0.0340567454695701
0.0340596213936805,0.0340596213936805
0.0341594330966472,0.0341594330966472
0.0340111628174781,0.0340111628174781
0.0340059585869312,0.0340059585869312
0.0340461209416389,0.0340461209416389
0.0341013483703136,0.0341013483703136
0.0341239087283611,0.0341239087283611
0.0340339690446853,0.0340339690446853
0.0340115092694759,0.0340115092694759
0.0340483747422695,0.0340483747422695
0.034099917858839,0.034099917858839
0.0340688973665237,0.0340688973665237
0.0341645441949367,0.0341645441949367
0.0341367125511169,0.0341367125511169
0.0341234020888805,0.0341234020888805
0.0340323820710182,0.0340323820710182
0.0340477600693702,0.0340477600693702
0.0340316109359264,0.0340316109359264
0.0341223925352096,0.0341223925352096
0.0340474173426628,0.0340474173426628
0.0340309403836727,0.0340309403836727
0.0340652652084827,0.0340652652084827
0.034014206379652,0.034014206379652
0.0341567173600196,0.0341567173600196
0.0339655838906765,0.0339655838906765
0.0339922271668911,0.0339922271668911
0.033958900719881,0.033958900719881
0.03400544449687,0.03400544449687
0.0339631810784339,0.0339631810784339
0.0339927785098552,0.0339927785098552
0.0339135713875293,0.0339135713875293
0.0340139865875244,0.0340139865875244
0.0339692197740078,0.0339692197740078
0.0340480133891105,0.0340480133891105
0.0340058840811252,0.0340058840811252
0.0339757725596427,0.0339757725596427
0.034069150686264,0.034069150686264
0.0339480936527252,0.0339480936527252
0.0340046472847461,0.0340046472847461
0.0338735915720462,0.0338735915720462
0.0340123884379863,0.0340123884379863
0.0339943431317806,0.0339943431317806
0.0339839905500412,0.0339839905500412
0.0339369811117649,0.0339369811117649
0.0338734090328216,0.0338734090328216
0.033945620059967,0.033945620059967
0.0339093767106533,0.0339093767106533
0.0339690968394279,0.0339690968394279
0.0339393466711044,0.0339393466711044
0.0338366106152534,0.0338366106152534
0.033929955214262,0.033929955214262
0.0339701026678085,0.0339701026678085
0.033993910998106,0.033993910998106
0.0340041555464267,0.0340041555464267
0.0340205691754817,0.0340205691754817
0.0339026749134063,0.0339026749134063
0.0339331626892089,0.0339331626892089
0.0338476300239563,0.0338476300239563
0.0339488722383976,0.0339488722383976
0.0338968373835086,0.0338968373835086
0.0338496826589107,0.0338496826589107
0.0335400849580764,0.0335400849580764
0.0334648117423057,0.0334648117423057
0.033518373966217,0.033518373966217
0.0336082763969898,0.0336082763969898
0.0334833078086376,0.0334833078086376
0.0334356464445591,0.0334356464445591
0.0334386713802814,0.0334386713802814
0.0335586741566658,0.0335586741566658
0.0334754511713981,0.0334754511713981
0.033420406281948,0.033420406281948
0.0334470644593238,0.0334470644593238
0.0334150604903698,0.0334150604903698
0.0334432572126388,0.0334432572126388
0.0334662273526191,0.0334662273526191
0.0334744490683078,0.0334744490683078
0.0334952771663665,0.0334952771663665
0.0334562957286834,0.0334562957286834
0.0334953591227531,0.0334953591227531
0.0334454923868179,0.0334454923868179
0.0333874300122261,0.0333874300122261
0.0333962738513946,0.0333962738513946
0.0333749279379844,0.0333749279379844
0.0334095694124698,0.0334095694124698
0.0334017500281333,0.0334017500281333
0.0333497412502765,0.0333497412502765
0.0332770496606826,0.0332770496606826
0.0333111584186553,0.0333111584186553
0.0333385877311229,0.0333385877311229
0.0333955325186252,0.0333955325186252
0.0333920717239379,0.0333920717239379
0.0333571657538414,0.0333571657538414
0.0333547219634056,0.0333547219634056
0.033340647816658,0.033340647816658
0.0334159173071384,0.0334159173071384
0.0333859585225582,0.0333859585225582
0.0333591774106025,0.0333591774106025
0.0334310568869113,0.0334310568869113
0.0334185250103473,0.0334185250103473
0.0333274900913238,0.0333274900913238
0.0333315283060073,0.0333315283060073
0.0332933217287063,0.0332933217287063
0.0333550684154033,0.0333550684154033
0.0333371087908744,0.0333371087908744
0.0333308093249797,0.0333308093249797
0.0334007553756237,0.0334007553756237
0.0333001837134361,0.0333001837134361
0.0333483144640922,0.0333483144640922
0.0333571210503578,0.0333571210503578
0.0333443135023117,0.0333443135023117
0.0333413444459438,0.0333413444459438
0.0333319045603275,0.0333319045603275
0.0332642048597335,0.0332642048597335
0.0331836678087711,0.0331836678087711
0.0333536863327026,0.0333536863327026
0.0333690978586673,0.0333690978586673
0.0332444496452808,0.0332444496452808
0.0333974733948707,0.0333974733948707
0.0332544259727001,0.0332544259727001
0.0333001352846622,0.0333001352846622
0.033308520913124,0.033308520913124
0.0332651883363723,0.0332651883363723
0.0333383567631244,0.0333383567631244
0.0333426222205162,0.0333426222205162
0.0332934334874153,0.0332934334874153
0.0331843122839927,0.0331843122839927
0.0332527682185173,0.0332527682185173
0.0332917496562004,0.0332917496562004
0.0333244651556015,0.0333244651556015
0.0332371033728122,0.0332371033728122
0.0332618951797485,0.0332618951797485
0.0333760529756546,0.0333760529756546
0.0332838892936706,0.0332838892936706
0.0333079881966114,0.0333079881966114
0.0332885906100273,0.0332885906100273
0.0331565476953983,0.0331565476953983
0.033215444535017,0.033215444535017
0.0332311503589153,0.0332311503589153
0.033292319625616,0.033292319625616
0.0332629568874836,0.0332629568874836
0.0332617089152336,0.0332617089152336
0.0332871675491333,0.0332871675491333
0.0332594774663448,0.0332594774663448
0.033295851200819,0.033295851200819
0.0332717970013618,0.0332717970013618
0.0332549102604389,0.0332549102604389
0.0333243459463119,0.0333243459463119
0.0332367047667503,0.0332367047667503
0.0331657379865646,0.0331657379865646
0.0332529954612255,0.0332529954612255
0.0331471674144268,0.0331471674144268
0.0331769175827503,0.0331769175827503
0.0332321189343929,0.0332321189343929
0.033233817666769,0.033233817666769
0.0332902446389198,0.0332902446389198
0.0331407561898231,0.0331407561898231
0.0331611484289169,0.0331611484289169
0.0331661626696586,0.0331661626696586
0.0332410633563995,0.0332410633563995
0.0332834050059318,0.0332834050059318
0.033169999718666,0.033169999718666
0.0332117639482021,0.0332117639482021
0.0331751853227615,0.0331751853227615
0.0332221910357475,0.0332221910357475
0.0332401171326637,0.0332401171326637
0.0331945531070232,0.0331945531070232
0.033277191221714,0.033277191221714
0.0331756994128227,0.0331756994128227
0.0332219935953617,0.0332219935953617
0.0332189090549945,0.0332189090549945
0.0331666581332683,0.0331666581332683
0.0330696925520896,0.0330696925520896
0.0332450903952121,0.0332450903952121
0.0332613810896873,0.0332613810896873
0.0333017967641353,0.0333017967641353
0.0332122594118118,0.0332122594118118
0.0330765582621097,0.0330765582621097
0.0332385078072547,0.0332385078072547
0.033218864351511,0.033218864351511
0.0330514870584011,0.0330514870584011
0.033098928630352,0.033098928630352
0.0332070142030715,0.0332070142030715
0.0332481563091278,0.0332481563091278
0.0331755839288234,0.0331755839288234
0.0332121476531028,0.0332121476531028
0.0331501215696334,0.0331501215696334
0.0331087037920951,0.0331087037920951
0.0330830626189708,0.0330830626189708
0.0331002473831176,0.0331002473831176
0.0331856645643711,0.0331856645643711
0.0331179164350032,0.0331179164350032
0.0331062749028205,0.0331062749028205
0.0332225374877452,0.0332225374877452
0.0331715010106563,0.0331715010106563
0.0330544114112854,0.0330544114112854
0.0331730581820011,0.0331730581820011
0.0332091115415096,0.0332091115415096
0.0331102907657623,0.0331102907657623
0.033180296421051,0.033180296421051
0.0331352204084396,0.0331352204084396
0.0331779345870018,0.0331779345870018
0.0331512205302715,0.0331512205302715
0.0331590287387371,0.0331590287387371
0.0331785343587398,0.0331785343587398
0.0331638641655445,0.0331638641655445
0.0330858454108238,0.0330858454108238
0.03311013802886,0.03311013802886
0.0332309305667877,0.0332309305667877
0.0330972447991371,0.0330972447991371
0.0331366062164306,0.0331366062164306
0.0331091880798339,0.0331091880798339
0.0330971479415893,0.0330971479415893
0.0331630744040012,0.0331630744040012
0.0331493914127349,0.0331493914127349
0.0331286825239658,0.0331286825239658
0.033085647970438,0.033085647970438
0.0331285037100315,0.0331285037100315
0.0332668274641037,0.0332668274641037
0.0331609472632408,0.0331609472632408
0.0331425927579402,0.0331425927579402
0.033265370875597,0.033265370875597
0.0331973209977149,0.0331973209977149
0.0330918096005916,0.0330918096005916
0.0330643951892852,0.0330643951892852
0.033103410154581,0.033103410154581
0.0330524407327175,0.0330524407327175
0.033097892999649,0.033097892999649
0.033070757985115,0.033070757985115
0.0331018231809139,0.0331018231809139
0.0331524088978767,0.0331524088978767
0.0330979749560356,0.0330979749560356
0.0330291874706745,0.0330291874706745
0.033134751021862,0.033134751021862
0.0330724827945232,0.0330724827945232
0.033048078417778,0.033048078417778
0.0331240706145763,0.0331240706145763
0.0329964943230152,0.0329964943230152
0.0332168713212013,0.0332168713212013
0.0330869145691394,0.0330869145691394
0.0330653004348278,0.0330653004348278
0.0330235697329044,0.0330235697329044
0.0331374369561672,0.0331374369561672
0.0330867655575275,0.0330867655575275
0.0330414697527885,0.0330414697527885
0.0330960862338542,0.0330960862338542
0.033061359077692,0.033061359077692
0.0330709740519523,0.0330709740519523
0.0330549553036689,0.0330549553036689
0.0330177396535873,0.0330177396535873
0.0331232249736785,0.0331232249736785
0.033137772232294,0.033137772232294
0.0329723805189132,0.0329723805189132
0.0330392867326736,0.0330392867326736
0.033050063997507,0.033050063997507
0.0330803208053112,0.0330803208053112
0.0331671871244907,0.0331671871244907
0.032985009253025,0.032985009253025
0.0330617502331733,0.0330617502331733
0.0331594534218311,0.0331594534218311
0.0330800898373127,0.0330800898373127
0.0330006852746009,0.0330006852746009
0.0330789238214492,0.0330789238214492
0.0330631025135517,0.0330631025135517
0.0330498218536376,0.0330498218536376
0.033092550933361,0.033092550933361
0.0330765284597873,0.0330765284597873
0.0330947935581207,0.0330947935581207
0.0330274626612663,0.0330274626612663
0.0331056155264377,0.0331056155264377
0.0330612584948539,0.0330612584948539
0.0330648347735405,0.0330648347735405
0.03273649513721466,0.03273649513721466
0.03264185041189194,0.03264185041189194
0.03261367604136467,0.03261367604136467
0.03259233385324478,0.03259233385324478
0.032565366476774216,0.032565366476774216
0.03262549266219139,0.03262549266219139
0.032621510326862335,0.032621510326862335
0.03268463909626007,0.03268463909626007
0.032656844705343246,0.032656844705343246
0.03260094299912453,0.03260094299912453
0.03267024829983711,0.03267024829983711
0.032552290707826614,0.032552290707826614
0.032663531601428986,0.032663531601428986
0.03264303505420685,0.03264303505420685
0.032653145492076874,0.032653145492076874
0.032682206481695175,0.032682206481695175
0.0325835719704628,0.0325835719704628
0.0325678251683712,0.0325678251683712
0.03257020562887192,0.03257020562887192
0.032523710280656815,0.032523710280656815
0.032638873904943466,0.032638873904943466
0.032448265701532364,0.032448265701532364
0.032665006816387177,0.032665006816387177
0.03253118321299553,0.03253118321299553
0.032630667090415955,0.032630667090415955
0.03256812319159508,0.03256812319159508
0.03258389234542847,0.03258389234542847
0.03255622461438179,0.03255622461438179
0.03259816765785217,0.03259816765785217
0.03254401311278343,0.03254401311278343
0.03256228566169739,0.03256228566169739
0.03256278112530708,0.03256278112530708
0.03262781724333763,0.03262781724333763
0.03260180354118347,0.03260180354118347
0.03256113454699516,0.03256113454699516
0.03254333883523941,0.03254333883523941
0.032584287226200104,0.032584287226200104
0.032524581998586655,0.032524581998586655
0.03262678161263466,0.03262678161263466
0.032435622066259384,0.032435622066259384
0.032565418630838394,0.032565418630838394
0.0325908325612545,0.0325908325612545
0.03251645714044571,0.03251645714044571
0.03245091810822487,0.03245091810822487
0.032665736973285675,0.032665736973285675
0.03254513815045357,0.03254513815045357
0.03252003341913223,0.03252003341913223
0.03256503492593765,0.03256503492593765
0.032564595341682434,0.032564595341682434
0.0325973741710186,0.0325973741710186
0.03258443623781204,0.03258443623781204
0.0325552374124527,0.0325552374124527
0.03252243995666504,0.03252243995666504
0.032476089894771576,0.032476089894771576
0.032523591071367264,0.032523591071367264
0.032507918775081635,0.032507918775081635
0.03256506472826004,0.03256506472826004
0.03244971111416817,0.03244971111416817
0.03255196288228035,0.03255196288228035
0.032644081860780716,0.032644081860780716
0.03254852816462517,0.03254852816462517
0.03261943161487579,0.03261943161487579
0.03257343918085098,0.03257343918085098
0.032636720687150955,0.032636720687150955
0.03253266587853432,0.03253266587853432
0.032530777156353,0.032530777156353
0.03260060027241707,0.03260060027241707
0.03252178430557251,0.03252178430557251
0.03246927261352539,0.03246927261352539
0.03249919041991234,0.03249919041991234
0.032462961971759796,0.032462961971759796
0.032534159719944,0.032534159719944
0.03258240967988968,0.03258240967988968
0.03252699598670006,0.03252699598670006
0.03244522958993912,0.03244522958993912
0.03248066455125809,0.03248066455125809
0.03245868161320686,0.03245868161320686
0.03245341405272484,0.03245341405272484
0.0325920395553112,0.0325920395553112
0.03255906701087952,0.03255906701087952
0.03253810480237007,0.03253810480237007
0.032470088452100754,0.032470088452100754
0.03255510702729225,0.03255510702729225
0.03250936046242714,0.03250936046242714
0.032387625426054,0.032387625426054
0.03256585821509361,0.03256585821509361
0.03257395327091217,0.03257395327091217
0.03250609338283539,0.03250609338283539
0.03262976184487343,0.03262976184487343
0.03242737054824829,0.03242737054824829
0.03254351392388344,0.03254351392388344
0.03250419721007347,0.03250419721007347
0.032426197081804276,0.032426197081804276
0.0324493870139122,0.0324493870139122
0.03246353194117546,0.03246353194117546
0.032482076436281204,0.032482076436281204
0.032405585050582886,0.032405585050582886
0.03241550177335739,0.03241550177335739
0.032415807247161865,0.032415807247161865
0.032521042972803116,0.032521042972803116
0.03246912360191345,0.03246912360191345
0.032458845525979996,0.032458845525979996
0.032444246113300323,0.032444246113300323
0.0325760692358017,0.0325760692358017
0.0325571745634079,0.0325571745634079
0.0324716717004776,0.0324716717004776
0.03245267644524574,0.03245267644524574
0.03256671503186226,0.03256671503186226
0.032500386238098145,0.032500386238098145
0.03251981362700462,0.03251981362700462
0.032485004514455795,0.032485004514455795
0.03242158517241478,0.03242158517241478
0.03245990350842476,0.03245990350842476
0.03251808509230614,0.03251808509230614
0.03252335637807846,0.03252335637807846
0.03249258175492287,0.03249258175492287
0.032569047063589096,0.032569047063589096
0.032554496079683304,0.032554496079683304
0.03247439116239548,0.03247439116239548
0.0324135422706604,0.0324135422706604
